gid,visteam,hometeam,date,attendance,gametype,season
HOM194107200,NW2,HOM,1941-07-20,1600,regular,1941
NY5194107202,PH5,NY5,1941-07-20,27000,regular,1941
NY6194107201,KCM,NY6,1941-07-20,27000,exhibition,1941
SNO194107201,CAG,SNO,1941-07-20,8000,regular,1941
SNO194107202,MEM,SNO,1941-07-20,8000,regular,1941
HOM194107230,PH5,HOM,1941-07-23,1500,regular,1941
BLG194107240,NY6,BLG,1941-07-24,2000,regular,1941
NY5194107240,KCM,NY5,1941-07-24,2362,exhibition,1941
HOM194107250,PH5,HOM,1941-07-25,3000,regular,1941
KCM194107250,MEM,KCM,1941-07-25,1100,regular,1941
ASW194107270,ASE,ASW,1941-07-27,47865,allstar,1941
JAX194107271,KCM,JAX,1941-07-27,5000,exhibition,1941
KCM194107272,JAX,KCM,1941-07-27,5000,exhibition,1941
NW2194107271,SNO,NW2,1941-07-27,6000,exhibition,1941
NW2194107272,SNO,NW2,1941-07-27,6000,exhibition,1941
JAX194107280,KCM,JAX,1941-07-28,3000,exhibition,1941
HOM194107290,PH5,HOM,1941-07-29,1200,regular,1941
KCM194107300,JAX,KCM,1941-07-30,1934,regular,1941
HOM194108031,BLG,HOM,1941-08-03,28312,regular,1941
HOM194108032,BLG,HOM,1941-08-03,28321,regular,1941
NW2194108031,NY5,NW2,1941-08-03,4000,regular,1941
NW2194108032,NY5,NW2,1941-08-03,4000,regular,1941
SNO194108031,KCM,SNO,1941-08-03,10000,regular,1941
SNO194108032,KCM,SNO,1941-08-03,10000,regular,1941
NW2194108050,PH5,NW2,1941-08-05,1100,exhibition,1941
NY6194108060,HOM,NY6,1941-08-06,1300,regular,1941
KCM194108070,SNO,KCM,1941-08-07,1300,regular,1941
SNO194108080,KCM,SNO,1941-08-08,2500,regular,1941
HOM194108101,PH5,HOM,1941-08-10,2500,regular,1941
HOM194108102,PH5,HOM,1941-08-10,2500,regular,1941
KCM194108101,SNO,KCM,1941-08-10,4568,regular,1941
KCM194108102,SNO,KCM,1941-08-10,4568,regular,1941
NY5194108102,BIR,NY5,1941-08-10,20000,exhibition,1941
NY6194108101,MEM,NY6,1941-08-10,20000,exhibition,1941
SNO194108110,KCM,SNO,1941-08-11,3000,regular,1941
KCM194108120,SNO,KCM,1941-08-12,1000,regular,1941
PH5194108120,MEM,PH5,1941-08-12,1000,exhibition,1941
KCM194108130,BIR,KCM,1941-08-13,5000,regular,1941
HOM194108173,NW2,HOM,1941-08-17,3000,regular,1941
KCM194108171,BLG,KCM,1941-08-17,4182,exhibition,1941
KCM194108172,BLG,KCM,1941-08-17,4182,exhibition,1941
SNO194108171,MEM,SNO,1941-08-17,5700,regular,1941
SNO194108172,MEM,SNO,1941-08-17,5700,regular,1941
BIR194108241,SNO,BIR,1941-08-24,6000,regular,1941
BIR194108242,SNO,BIR,1941-08-24,6000,regular,1941
HOM194108241,BLG,HOM,1941-08-24,5377,regular,1941
HOM194108242,BLG,HOM,1941-08-24,5377,regular,1941
NW2194108241,KCM,NW2,1941-08-24,25000,exhibition,1941
NY6194108242,PH5,NY6,1941-08-24,25000,regular,1941
MEM194108260,NY6,MEM,1941-08-26,1500,exhibition,1941
HOM194108280,NY6,HOM,1941-08-28,1400,regular,1941
HOM194108300,NY6,HOM,1941-08-30,1300,exhibition,1941
CAG194108310,KCM,CAG,1941-08-31,15000,regular,1941
BLG194109011,NY5,BLG,1941-09-01,1600,regular,1941
BLG194109012,NY5,BLG,1941-09-01,1600,regular,1941
HOM194109020,NY6,HOM,1941-09-02,1706,exhibition,1941
CAG194109030,KCM,CAG,1941-09-03,1500,regular,1941
HOM194109071,NY6,HOM,1941-09-07,3000,championship,1941
HOM194109072,NY6,HOM,1941-09-07,3000,championship,1941
KCM194109110,BIR,KCM,1941-09-11,800,regular,1941
NW2194109130,HOM,NW2,1941-09-13,500,exhibition,1941
CAG194109142,KCM,CAG,1941-09-14,34784,exhibition,1941
KCM194109141,CAG,KCM,1941-09-14,34784,exhibition,1941
MEM194109141,NY5,MEM,1941-09-14,1200,exhibition,1941
MEM194109142,NY5,MEM,1941-09-14,1200,exhibition,1941
NW2194109141,HOM,NW2,1941-09-14,7500,regular,1941
NW2194109142,HOM,NW2,1941-09-14,7500,regular,1941
KCM194109150,CAG,KCM,1941-09-15,1100,regular,1941
NY6194109200,HOM,NY6,1941-09-20,2500,championship,1941
NAL194109210,NNL,NAL,1941-09-21,4000,regular,1941
NY6194109211,HOM,NY6,1941-09-21,13000,regular,1941
NY6194109212,HOM,NY6,1941-09-21,0,exhibition,1941
BIR194109281,NY5,BIR,1941-09-28,2600,exhibition,1941
BIR194109282,NY5,BIR,1941-09-28,2600,exhibition,1941
MLS194110050,KCM,MLS,1941-10-05,10124,exhibition,1941
TWA194110080,ECG,TWA,1941-10-08,0,exhibition,1941
ECG194110191,PIR,ECG,1941-10-19,3000,exhibition,1941
ECG194110192,PIR,ECG,1941-10-19,3000,exhibition,1941
PIR194110260,ECG,PIR,1941-10-26,0,exhibition,1941
KCM194204050,CCB,KCM,1942-04-05,4000,exhibition,1942
MEM194204050,BLG,MEM,1942-04-05,2000,exhibition,1942
BIR194204120,CCB,BIR,1942-04-12,2000,exhibition,1942
KCM194204120,JAX,KCM,1942-04-12,3500,exhibition,1942
BIR194204191,KCM,BIR,1942-04-19,10000,exhibition,1942
BIR194204192,KCM,BIR,1942-04-19,10000,exhibition,1942
BLG194204190,NY6,BLG,1942-04-19,1898,exhibition,1942
HOM194204191,NW2,HOM,1942-04-19,4765,exhibition,1942
HOM194204192,NW2,HOM,1942-04-19,4765,exhibition,1942
MEM194204191,CAG,MEM,1942-04-19,2000,exhibition,1942
MEM194204192,CAG,MEM,1942-04-19,2000,exhibition,1942
BIR194204260,CCB,BIR,1942-04-26,1800,exhibition,1942
KCM194204261,HOM,KCM,1942-04-26,15000,exhibition,1942
KCM194204262,HOM,KCM,1942-04-26,15000,exhibition,1942
CAG194205031,JAX,CAG,1942-05-03,1500,exhibition,1942
NW2194205030,HOM,NW2,1942-05-03,18000,exhibition,1942
BIR194205101,JAX,BIR,1942-05-10,9200,regular,1942
BIR194205102,JAX,BIR,1942-05-10,9200,regular,1942
BLG194205100,PH5,BLG,1942-05-10,5500,regular,1942
CAG194205101,KCM,CAG,1942-05-10,7500,regular,1942
CAG194205102,KCM,CAG,1942-05-10,7500,regular,1942
HOM194205101,NY5,HOM,1942-05-10,4253,regular,1942
HOM194205102,NY5,HOM,1942-05-10,4253,regular,1942
BIR194205171,CAG,BIR,1942-05-17,8000,regular,1942
BIR194205172,CAG,BIR,1942-05-17,8000,regular,1942
CCB194205171,JAX,CCB,1942-05-17,10800,regular,1942
CCB194205172,JAX,CCB,1942-05-17,10800,regular,1942
HOM194205171,BLG,HOM,1942-05-17,4643,regular,1942
KCM194205171,MEM,KCM,1942-05-17,8964,regular,1942
KCM194205172,MEM,KCM,1942-05-17,8964,regular,1942
NW2194205171,PH5,NW2,1942-05-17,2000,regular,1942
NW2194205172,PH5,NW2,1942-05-17,2000,regular,1942
NY5194205171,NY6,NY5,1942-05-17,12000,regular,1942
NY5194205172,NY6,NY5,1942-05-17,12000,regular,1942
BLG194205180,HOM,BLG,1942-05-18,2000,regular,1942
KCM194205190,MEM,KCM,1942-05-19,900,regular,1942
KCM194205200,MEM,KCM,1942-05-20,1100,regular,1942
ASD194205240,KCM,ASD,1942-05-24,29775,exhibition,1942
CCB194205241,JAX,CCB,1942-05-24,2264,regular,1942
CCB194205242,JAX,CCB,1942-05-24,2264,regular,1942
NY5194205241,HOM,NY5,1942-05-24,30000,regular,1942
NY5194205242,HOM,NY5,1942-05-24,30000,regular,1942
HOM194205250,NY6,HOM,1942-05-25,1861,exhibition,1942
PH5194205250,BLG,PH5,1942-05-25,500,exhibition,1942
HOM194205260,NY6,HOM,1942-05-26,800,exhibition,1942
NY6194205270,HOM,NY6,1942-05-27,259,exhibition,1942
BIR194205300,NY5,BIR,1942-05-30,11000,regular,1942
BLG194205301,NW2,BLG,1942-05-30,2500,regular,1942
HOM194205301,NY6,HOM,1942-05-30,5000,regular,1942
KCM194205301,CAG,KCM,1942-05-30,3560,regular,1942
KCM194205302,CAG,KCM,1942-05-30,3560,regular,1942
CCB194205311,JAX,CCB,1942-05-31,9500,regular,1942
CCB194205312,JAX,CCB,1942-05-31,9500,regular,1942
HOM194205310,ASD,HOM,1942-05-31,25000,exhibition,1942
NY6194205312,NW2,NY6,1942-05-31,17000,regular,1942
PH5194205311,BLG,PH5,1942-05-31,20000,regular,1942
CCB194206020,JAX,CCB,1942-06-02,200,regular,1942
CCB194206030,JAX,CCB,1942-06-03,300,regular,1942
KCM194206030,BIR,KCM,1942-06-03,3846,regular,1942
PH5194206040,HOM,PH5,1942-06-04,5500,regular,1942
BIR194206071,KCM,BIR,1942-06-07,7000,regular,1942
BIR194206072,KCM,BIR,1942-06-07,7000,regular,1942
CCB194206080,CAG,CCB,1942-06-08,500,regular,1942
HOM194206090,NW2,HOM,1942-06-09,1100,exhibition,1942
BLG194206141,NY6,BLG,1942-06-14,16497,regular,1942
BLG194206142,NY6,BLG,1942-06-14,16497,regular,1942
CAG194206141,BIR,CAG,1942-06-14,2000,regular,1942
CAG194206142,BIR,CAG,1942-06-14,2000,regular,1942
CCB194206141,KCM,CCB,1942-06-14,2600,regular,1942
CCB194206142,KCM,CCB,1942-06-14,2600,regular,1942
HOM194206141,NW2,HOM,1942-06-14,4000,regular,1942
HOM194206142,NW2,HOM,1942-06-14,4000,regular,1942
HOM194206150,NW2,HOM,1942-06-15,2200,exhibition,1942
CCB194206160,KCM,CCB,1942-06-16,700,regular,1942
PH5194206160,NW2,PH5,1942-06-16,1171,exhibition,1942
HOM194206170,NY6,HOM,1942-06-17,1300,exhibition,1942
HOM194206180,KCM,HOM,1942-06-18,28000,exhibition,1942
NW2194206200,NY5,NW2,1942-06-20,500,exhibition,1942
CCB194206211,BIR,CCB,1942-06-21,5000,regular,1942
CCB194206212,BIR,CCB,1942-06-21,5000,regular,1942
KCM194206210,MEM,KCM,1942-06-21,5000,regular,1942
NW2194206211,NY5,NW2,1942-06-21,3500,regular,1942
NW2194206212,NY5,NW2,1942-06-21,3500,regular,1942
NY6194206212,BLG,NY6,1942-06-21,12000,regular,1942
PH5194206211,HOM,PH5,1942-06-21,12000,regular,1942
KCM194206220,MEM,KCM,1942-06-22,1800,regular,1942
KCM194206250,BIR,KCM,1942-06-25,4000,regular,1942
HOM194206271,NW2,HOM,1942-06-27,1200,regular,1942
HOM194206272,NW2,HOM,1942-06-27,1200,regular,1942
CAG194206280,KCM,CAG,1942-06-28,3500,regular,1942
CCB194206281,JAX,CCB,1942-06-28,2000,regular,1942
HOM194206281,NW2,HOM,1942-06-28,9000,regular,1942
HOM194206282,NW2,HOM,1942-06-28,9000,regular,1942
NY5194206282,BLG,NY5,1942-06-28,15000,regular,1942
NY6194206281,PH5,NY6,1942-06-28,15000,regular,1942
HOM194206290,NW2,HOM,1942-06-29,5500,exhibition,1942
HOM194206300,NW2,HOM,1942-06-30,3000,exhibition,1942
KCM194206300,CAG,KCM,1942-06-30,1800,regular,1942
HOM194207010,NW2,HOM,1942-07-01,1000,exhibition,1942
PH5194207010,BLG,PH5,1942-07-01,700,exhibition,1942
HOM194207020,NW2,HOM,1942-07-02,3000,exhibition,1942
KCM194207021,CAG,KCM,1942-07-02,5000,regular,1942
KCM194207022,CAG,KCM,1942-07-02,5000,regular,1942
MEM194207041,KCM,MEM,1942-07-04,4300,regular,1942
MEM194207042,KCM,MEM,1942-07-04,4300,regular,1942
NW2194207041,BLG,NW2,1942-07-04,12000,regular,1942
NY5194207042,NY6,NY5,1942-07-04,12000,regular,1942
PH5194207041,HOM,PH5,1942-07-04,9000,regular,1942
PH5194207042,HOM,PH5,1942-07-04,9000,regular,1942
CCB194207051,CAG,CCB,1942-07-05,3400,regular,1942
CCB194207052,CAG,CCB,1942-07-05,3400,regular,1942
NW2194207051,PH5,NW2,1942-07-05,6500,regular,1942
NW2194207052,PH5,NW2,1942-07-05,6500,regular,1942
HOM194207080,PH5,HOM,1942-07-08,1334,exhibition,1942
MEM194207080,KCM,MEM,1942-07-08,2500,regular,1942
NY6194207110,BLG,NY6,1942-07-11,1000,exhibition,1942
BLG194207121,NY6,BLG,1942-07-12,2800,regular,1942
BLG194207122,NY6,BLG,1942-07-12,2800,regular,1942
CCB194207121,BIR,CCB,1942-07-12,5000,regular,1942
CCB194207122,BIR,CCB,1942-07-12,5000,regular,1942
NY6194207130,BLG,NY6,1942-07-13,2500,exhibition,1942
CCB194207140,HOM,CCB,1942-07-14,3500,exhibition,1942
KCM194207140,MEM,KCM,1942-07-14,1800,regular,1942
CCB194207150,HOM,CCB,1942-07-15,3100,exhibition,1942
KCM194207150,MEM,KCM,1942-07-15,1222,regular,1942
KCM194207160,MEM,KCM,1942-07-16,1900,regular,1942
CCB194207170,HOM,CCB,1942-07-17,2344,exhibition,1942
NY6194207170,BLG,NY6,1942-07-17,1500,exhibition,1942
BLG194207191,NY5,BLG,1942-07-19,2000,regular,1942
BLG194207192,NY5,BLG,1942-07-19,2000,regular,1942
CAG194207191,KCM,CAG,1942-07-19,8000,regular,1942
CAG194207192,KCM,CAG,1942-07-19,8000,regular,1942
CCB194207191,HOM,CCB,1942-07-19,6700,exhibition,1942
CCB194207192,HOM,CCB,1942-07-19,6700,exhibition,1942
PH5194207191,NW2,PH5,1942-07-19,7000,regular,1942
PH5194207192,NW2,PH5,1942-07-19,7000,regular,1942
CCB194207200,HOM,CCB,1942-07-20,3500,exhibition,1942
HOM194207210,KCM,HOM,1942-07-21,11500,exhibition,1942
NY6194207210,BLG,NY6,1942-07-21,1600,exhibition,1942
NY6194207220,BLG,NY6,1942-07-22,1200,exhibition,1942
PH5194207240,BIR,PH5,1942-07-24,1186,exhibition,1942
CCB194207261,NW2,CCB,1942-07-26,5000,exhibition,1942
CCB194207262,NW2,CCB,1942-07-26,5000,exhibition,1942
HOM194207261,BLG,HOM,1942-07-26,5000,regular,1942
HOM194207262,BLG,HOM,1942-07-26,5000,regular,1942
KCM194207261,MEM,KCM,1942-07-26,18000,regular,1942
KCM194207262,MEM,KCM,1942-07-26,18000,regular,1942
NY5194207261,CAG,NY5,1942-07-26,20000,exhibition,1942
NY6194207262,BIR,NY6,1942-07-26,20000,exhibition,1942
HOM194207270,PH5,HOM,1942-07-27,3500,exhibition,1942
CCB194207280,NW2,CCB,1942-07-28,1200,exhibition,1942
HOM194207280,PH5,HOM,1942-07-28,3200,exhibition,1942
HOM194207290,PH5,HOM,1942-07-29,2600,exhibition,1942
PH5194207300,CAG,PH5,1942-07-30,7000,exhibition,1942
PH5194207310,KCM,PH5,1942-07-31,2361,exhibition,1942
PH5194208010,NY5,PH5,1942-08-01,6500,regular,1942
CI2194208021,MEM,CI2,1942-08-02,8000,exhibition,1942
CI2194208022,MEM,CI2,1942-08-02,8000,exhibition,1942
HOM194208021,BIR,HOM,1942-08-02,9491,exhibition,1942
HOM194208022,BIR,HOM,1942-08-02,9491,exhibition,1942
NY6194208022,KCM,NY6,1942-08-02,30000,exhibition,1942
PH5194208021,BLG,PH5,1942-08-02,30000,regular,1942
NW2194208030,CCB,NW2,1942-08-03,2390,exhibition,1942
NW2194208040,CCB,NW2,1942-08-04,2100,exhibition,1942
NY6194208040,CAG,NY6,1942-08-04,3100,exhibition,1942
CI2194208050,BIR,CI2,1942-08-05,4221,exhibition,1942
PH5194208060,KCM,PH5,1942-08-06,11500,exhibition,1942
CI2194208070,BIR,CI2,1942-08-07,3000,exhibition,1942
BIR194208091,CI2,BIR,1942-08-09,4107,exhibition,1942
BIR194208092,CI2,BIR,1942-08-09,4107,exhibition,1942
PH5194208090,NY5,PH5,1942-08-09,2500,exhibition,1942
CCB194208110,HOM,CCB,1942-08-11,5000,exhibition,1942
CI2194208120,BIR,CI2,1942-08-12,3000,exhibition,1942
HOM194208130,KCM,HOM,1942-08-13,20000,exhibition,1942
ASW194208160,ASE,ASW,1942-08-16,45179,allstar,1942
HOM194208161,NY6,HOM,1942-08-16,7132,exhibition,1942
HOM194208162,NY6,HOM,1942-08-16,7132,exhibition,1942
NY5194208160,MEM,NY5,1942-08-16,4000,exhibition,1942
BIR194208170,CI2,BIR,1942-08-17,4000,exhibition,1942
ASW194208180,ASE,ASW,1942-08-18,10791,allstar,1942
NW2194208180,PH5,NW2,1942-08-18,1641,exhibition,1942
BLG194208190,NW2,BLG,1942-08-19,2000,exhibition,1942
HOM194208190,CAG,HOM,1942-08-19,2013,exhibition,1942
NW2194208200,BLG,NW2,1942-08-20,1200,exhibition,1942
CI2194208210,KCM,CI2,1942-08-21,6500,exhibition,1942
HOM194208212,PH5,HOM,1942-08-21,1300,exhibition,1942
CCB194208220,MEM,CCB,1942-08-22,1700,regular,1942
HOM194208230,PH5,HOM,1942-08-23,6000,regular,1942
KCM194208231,CAG,KCM,1942-08-23,5000,regular,1942
KCM194208232,CAG,KCM,1942-08-23,5000,regular,1942
KCM194208240,CAG,KCM,1942-08-24,2390,regular,1942
NY6194208240,NY5,NY6,1942-08-24,1000,exhibition,1942
CI2194208250,BIR,CI2,1942-08-25,3500,exhibition,1942
MEM194208250,CCB,MEM,1942-08-25,3000,regular,1942
CAG194208302,HOM,CAG,1942-08-30,10000,regular,1942
CCB194208301,JAX,CCB,1942-08-30,3000,regular,1942
CCB194208302,JAX,CCB,1942-08-30,3000,regular,1942
KCM194208301,PH5,KCM,1942-08-30,10000,regular,1942
NW2194208301,NY6,NW2,1942-08-30,2500,regular,1942
NW2194208302,NY6,NW2,1942-08-30,2500,regular,1942
HOM194208310,PH5,HOM,1942-08-31,2500,exhibition,1942
KCM194208310,CCB,KCM,1942-08-31,4500,regular,1942
CI2194209010,KCM,CI2,1942-09-01,8500,exhibition,1942
KCM194209062,CI2,KCM,1942-09-06,7000,exhibition,1942
MEM194209061,BIR,MEM,1942-09-06,8000,regular,1942
NW2194209061,HOM,NW2,1942-09-06,5000,regular,1942
NW2194209062,HOM,NW2,1942-09-06,5000,regular,1942
MEM194209071,NY6,MEM,1942-09-07,6000,exhibition,1942
MEM194209072,NY6,MEM,1942-09-07,6000,exhibition,1942
BLG194209080,PH5,BLG,1942-09-08,1000,exhibition,1942
CAG194209080,BIR,CAG,1942-09-08,1300,exhibition,1942
HOM194209080,KCM,HOM,1942-09-08,22129,championship,1942
BIR194209090,CAG,BIR,1942-09-09,1500,exhibition,1942
HOM194209100,KCM,HOM,1942-09-10,5219,championship,1942
HOM194209131,KCM,HOM,1942-09-13,25000,championship,1942
HOM194209132,KCM,HOM,1942-09-13,25000,regular,1942
NW2194209141,HOM,NW2,1942-09-14,1600,exhibition,1942
NW2194209142,HOM,NW2,1942-09-14,1600,exhibition,1942
KCM194209200,HOM,KCM,1942-09-20,8542,championship,1942
NAL194209200,NY5,NAL,1942-09-20,5000,exhibition,1942
CI2194209210,BIR,CI2,1942-09-21,300,exhibition,1942
BIR194209230,CI2,BIR,1942-09-23,1600,exhibition,1942
HOM194209290,KCM,HOM,1942-09-29,14029,championship,1942
PRG194210111,PIR,PRG,1942-10-11,6000,exhibition,1942
PRG194210112,PIR,PRG,1942-10-11,6000,exhibition,1942
PRG194210181,PIR,PRG,1942-10-18,1000,exhibition,1942
PRG194210182,PIR,PRG,1942-10-18,1000,exhibition,1942
PRK194211220,PRG,PRK,1942-11-22,0,exhibition,1942
BIR194304190,CI2,BIR,1943-04-19,2000,exhibition,1943
BIR194304200,CI2,BIR,1943-04-20,1000,exhibition,1943
BLG194304240,CI2,BLG,1943-04-24,1400,exhibition,1943
BLG194304251,CI2,BLG,1943-04-25,3500,exhibition,1943
BLG194304252,CI2,BLG,1943-04-25,3500,exhibition,1943
CVB194304250,NY5,CVB,1943-04-25,2200,exhibition,1943
HOM194304251,NW2,HOM,1943-04-25,11000,exhibition,1943
HOM194304252,NW2,HOM,1943-04-25,11000,exhibition,1943
KCM194304251,BIR,KCM,1943-04-25,15000,exhibition,1943
KCM194304252,BIR,KCM,1943-04-25,15000,exhibition,1943
MEM194304251,CAG,MEM,1943-04-25,5479,exhibition,1943
MEM194304252,CAG,MEM,1943-04-25,5479,exhibition,1943
BLG194304260,CI2,BLG,1943-04-26,2500,exhibition,1943
BIR194304290,KCM,BIR,1943-04-29,2800,exhibition,1943
BIR194305021,KCM,BIR,1943-05-02,10000,exhibition,1943
HOM194305040,BLG,HOM,1943-05-04,1650,exhibition,1943
BIR194305070,CAG,BIR,1943-05-07,1200,exhibition,1943
BIR194305091,CAG,BIR,1943-05-09,4000,exhibition,1943
BIR194305092,CAG,BIR,1943-05-09,4000,exhibition,1943
BLG194305091,CI2,BLG,1943-05-09,4327,exhibition,1943
BLG194305092,CI2,BLG,1943-05-09,4327,exhibition,1943
NW2194305090,HOM,NW2,1943-05-09,6000,exhibition,1943
HSL194305120,CVB,HSL,1943-05-12,2500,exhibition,1943
KCM194305140,CAG,KCM,1943-05-14,850,regular,1943
MEM194305140,CVB,MEM,1943-05-14,900,exhibition,1943
PH5194305150,NW2,PH5,1943-05-15,4000,regular,1943
CI2194305161,BIR,CI2,1943-05-16,5000,regular,1943
CI2194305162,BIR,CI2,1943-05-16,4000,regular,1943
CI2194305163,BIR,CI2,1943-05-16,2500,exhibition,1943
HOM194305161,BLG,HOM,1943-05-16,9000,regular,1943
HOM194305162,BLG,HOM,1943-05-16,9000,regular,1943
KCM194305161,CAG,KCM,1943-05-16,8500,regular,1943
MEM194305161,CVB,MEM,1943-05-16,4522,regular,1943
MEM194305162,CVB,MEM,1943-05-16,4522,regular,1943
NW2194305160,PH5,NW2,1943-05-16,12000,regular,1943
NY5194305161,NY6,NY5,1943-05-16,11000,regular,1943
NY5194305162,NY6,NY5,1943-05-16,11000,regular,1943
HOM194305180,BLG,HOM,1943-05-18,2500,regular,1943
HOM194305200,NW2,HOM,1943-05-20,6000,regular,1943
CI2194305231,CAG,CI2,1943-05-23,5000,regular,1943
CI2194305232,CAG,CI2,1943-05-23,5000,regular,1943
HOM194305231,PH5,HOM,1943-05-23,6500,regular,1943
HOM194305232,PH5,HOM,1943-05-23,6500,regular,1943
KCM194305231,CVB,KCM,1943-05-23,2000,regular,1943
KCM194305232,CVB,KCM,1943-05-23,2000,regular,1943
MEM194305231,BIR,MEM,1943-05-23,4133,regular,1943
MEM194305232,BIR,MEM,1943-05-23,4133,regular,1943
NW2194305231,HSL,NW2,1943-05-23,6000,regular,1943
NW2194305232,HSL,NW2,1943-05-23,6000,regular,1943
NY6194305231,BLG,NY6,1943-05-23,8000,regular,1943
NY6194305232,BLG,NY6,1943-05-23,8000,regular,1943
KCM194305250,CVB,KCM,1943-05-25,1018,regular,1943
CVB194305290,CI2,CVB,1943-05-29,400,regular,1943
HSL194305290,HOM,HSL,1943-05-29,1000,regular,1943
BIR194305301,MEM,BIR,1943-05-30,12000,regular,1943
BIR194305302,MEM,BIR,1943-05-30,12000,regular,1943
BLG194305301,HOM,BLG,1943-05-30,3000,regular,1943
BLG194305302,HOM,BLG,1943-05-30,3000,regular,1943
CAG194305300,KCM,CAG,1943-05-30,18000,regular,1943
CVB194305301,CI2,CVB,1943-05-30,4000,regular,1943
CVB194305302,CI2,CVB,1943-05-30,4000,regular,1943
NY5194305301,PH5,NY5,1943-05-30,11000,regular,1943
NY6194305302,NW2,NY6,1943-05-30,11000,regular,1943
BIR194305311,MEM,BIR,1943-05-31,2500,regular,1943
BIR194305312,MEM,BIR,1943-05-31,2500,regular,1943
CAG194305311,KCM,CAG,1943-05-31,8000,regular,1943
CAG194305312,KCM,CAG,1943-05-31,8000,regular,1943
HOM194305310,BLG,HOM,1943-05-31,10000,regular,1943
CAG194306010,KCM,CAG,1943-06-01,3600,regular,1943
NY6194306010,HOM,NY6,1943-06-01,1800,regular,1943
CI2194306030,KCM,CI2,1943-06-03,4500,regular,1943
CVB194306040,KCM,CVB,1943-06-04,2500,regular,1943
BIR194306061,CI2,BIR,1943-06-06,12000,regular,1943
BIR194306062,CI2,BIR,1943-06-06,12000,regular,1943
CVB194306061,KCM,CVB,1943-06-06,3200,regular,1943
CVB194306062,KCM,CVB,1943-06-06,3200,regular,1943
HSL194306061,PH5,HSL,1943-06-06,1300,regular,1943
HSL194306062,PH5,HSL,1943-06-06,1300,regular,1943
BIR194306070,CI2,BIR,1943-06-07,3500,regular,1943
CVB194306070,KCM,CVB,1943-06-07,1300,regular,1943
HOM194306080,NY6,HOM,1943-06-08,3500,regular,1943
HOM194306090,NY6,HOM,1943-06-09,3000,regular,1943
HOM194306110,NY6,HOM,1943-06-11,5000,regular,1943
KCM194306110,MEM,KCM,1943-06-11,1500,regular,1943
HOM194306121,NY6,HOM,1943-06-12,4000,regular,1943
HOM194306122,NY6,HOM,1943-06-12,4000,regular,1943
CAG194306131,CVB,CAG,1943-06-13,8000,regular,1943
CAG194306132,CVB,CAG,1943-06-13,8000,regular,1943
CI2194306131,MEM,CI2,1943-06-13,7500,regular,1943
CI2194306132,MEM,CI2,1943-06-13,7500,regular,1943
HOM194306131,NY6,HOM,1943-06-13,10000,regular,1943
HOM194306132,NY6,HOM,1943-06-13,10000,regular,1943
NY5194306131,HSL,NY5,1943-06-13,8000,regular,1943
CI2194306170,BIR,CI2,1943-06-17,350,regular,1943
CVB194306170,CAG,CVB,1943-06-17,4000,regular,1943
HOM194306170,KCM,HOM,1943-06-17,23000,exhibition,1943
BIR194306180,MEM,BIR,1943-06-18,3500,regular,1943
BLG194306180,KCM,BLG,1943-06-18,2000,exhibition,1943
HSL194306180,NW2,HSL,1943-06-18,500,regular,1943
BIR194306200,NY6,BIR,1943-06-20,5000,exhibition,1943
CVB194306201,CAG,CVB,1943-06-20,5400,regular,1943
CVB194306202,CAG,CVB,1943-06-20,5400,regular,1943
HOM194306201,KCM,HOM,1943-06-20,20000,exhibition,1943
HOM194306202,KCM,HOM,1943-06-20,20000,exhibition,1943
HSL194306200,NW2,HSL,1943-06-20,1000,regular,1943
PH5194306210,KCM,PH5,1943-06-21,24165,exhibition,1943
BIR194306230,NY6,BIR,1943-06-23,3700,exhibition,1943
CVB194306230,CAG,CVB,1943-06-23,2500,regular,1943
HOM194306230,KCM,HOM,1943-06-23,10350,exhibition,1943
BIR194306240,NY6,BIR,1943-06-24,2000,exhibition,1943
HOM194306240,HSL,HOM,1943-06-24,7500,regular,1943
BIR194306250,NY6,BIR,1943-06-25,636,exhibition,1943
CAG194306270,CVB,CAG,1943-06-27,7000,regular,1943
MEM194306271,CI2,MEM,1943-06-27,5015,regular,1943
MEM194306272,CI2,MEM,1943-06-27,5015,regular,1943
NW2194306271,HOM,NW2,1943-06-27,8000,regular,1943
NW2194306272,HOM,NW2,1943-06-27,8000,regular,1943
NY6194306271,NY5,NY6,1943-06-27,22000,regular,1943
NY6194306272,KCM,NY6,1943-06-27,22000,exhibition,1943
CAG194306280,BIR,CAG,1943-06-28,2000,regular,1943
CAG194306290,BIR,CAG,1943-06-29,1096,regular,1943
CVB194306300,KCM,CVB,1943-06-30,2400,regular,1943
HOM194306300,NW2,HOM,1943-06-30,1500,regular,1943
CVB194307020,CAG,CVB,1943-07-02,600,regular,1943
BIR194307041,CAG,BIR,1943-07-04,11000,regular,1943
BIR194307042,CAG,BIR,1943-07-04,11000,regular,1943
CI2194307041,CVB,CI2,1943-07-04,7000,regular,1943
CI2194307042,CVB,CI2,1943-07-04,7000,regular,1943
HOM194307041,NW2,HOM,1943-07-04,6000,regular,1943
HOM194307042,NW2,HOM,1943-07-04,6000,regular,1943
HWS194307041,HSL,HWS,1943-07-04,3000,exhibition,1943
HWS194307042,HSL,HWS,1943-07-04,3000,exhibition,1943
KCM194307041,MEM,KCM,1943-07-04,9200,regular,1943
